27.33,-740.75,76.00
-1390.63,-148.44,-287.11,-28.015,33.630,-126.770,-399.60,241.41,-754.34,78.00
-1466.80,-142.09,-261.72,-100.464,30.518,-101.868,-415.24,235.15,-739.24,78.00
-1437.50,-345.21,-255.37,-132.080,27.039,-80.078,-405.85,232.02,-736.23,80.00
-1354.00,-62.01,-28.81,-124.512,22.827,-96.497,-448.10,217.94,-716.61,78.00
-1237.30,-321.29,-194.34,38.330,33.691,-167.847,-432.45,227.33,-722.64,76.00
-2082.52,-449.71,-523.44,-41.687,12.634,-290.466,-418.37,225.76,-754.34,76.00
-1473.14,-490.72,-41.50,-108.765,55.115,-286.133,-441.84,246.10,-743.77,78.00
-1458.98,-764.65,-396.00,-116.638,41.992,-225.098,-415.24,275.83,-754.34,77.00
-1428.71,-861.82,-119.63,-128.601,33.569,-240.967,-435.58,289.91,-743.77,77.00
-1399.90,-1040.53,-294.92,-69.580,72.205,-214.172,-412.11,300.86,-721.13,77.00
-1310.06,-1056.15,-345.21,-79.834,73.059,-174.072,-394.90,311.81,-749.81,80.00
-1241.70,-1128.42,-457.52,-53.040,70.679,-156.982,-393.34,303.99,-739.24,78.00
-1163.57,-1191.89,-508.79,-82.703,33.447,-140.320,-390.21,307.12,-748.30,80.00
-1208.98,-1163.09,-414.06,-90.881,10.437,-127.808,-394.90,299.30,-746.79,78.00
-1222.17,-1129.88,-406.74,-75.684,22.705,-125.183,-394.90,324.33,-737.74,78.00
-1197.27,-1147.46,-439.94,-62.378,38.025,-124.329,-402.72,325.89,-727.17,80.00
-1181.15,-1168.46,-463.38,-62.500,37.903,-120.605,-404.29,308.68,-731.70,78.00
-1180.66,-1156.74,-469.24,-63.049,35.156,-121.460,-390.21,316.51,-745.28,78.00
-1171.39,-1180.66,-482.91,-62.622,25.513,-119.446,-418.37,313.38,-733.21,80.00
-1054.20,-1279.79,-470.70,-63.721,16.113,-117.981,-401.16,324.33,-731.70,78.00
-1195.31,-1153.32,-434.57,-64.941,28.748,-117.920,-404.29,321.20,-716.61,80.00
-1196.78,-1158.69,-452.15,-67.627,28.992,-116.455,-398.03,321.20,-728.68,78.00
-1165.04,-1154.79,-421.88,-55.481,36.255,-118.958,-394.90,314.94,-725.66,78.00
-1184.57,-1160.64,-459.47,-53.223,34.485,-116.577,-391.77,321.20,-728.68,80.00
-1190.92,-1159.18,-454.59,-56.030,22.949,-111.145,-401.16,318.07,-734.72,78.00
-1199.22,-1151.86,-406.25,-69.824,21.851,-111.816,-404.29,330.59,-734.72,78.00
-1209.47,-1122.56,-380.37,-55.298,42.725,-120.911,-399.60,325.89,-736.23,80.00
-1190.43,-1175.78,-424.32,-38.513,55.786,-123.291,-391.77,318.07,-746.79,77.00
-1178.22,-1185.06,-442.38,-60.486,42.664,-120.239,-380.82,310.25,-751.32,79.00
-1159.67,-1168.95,-437.01,-61.157,32.715,-111.328,-394.90,311.81,-743.77,77.00
-1209.47,-1177.73,-419.43,-54.749,20.569,-103.516,-402.72,313.38,-742.26,77.00
-1222.66,-1152.34,-402.34,-65.857,17.273,-102.234,-387.08,319.64,-751.32,80.00
-1219.73,-1148.93,-376.95,-73.608,20.264,-102.234,-391.77,314.94,-734.72,78.00
-1247.07,-1103.03,-371.09,-70.679,28.687,-106.750,-396.47,294.60,-742.26,78.00
-1254.88,-1110.84,-392.09,-60.547,38.330,-113.708,-407.42,305.55,-740.75,80.00
-1266.60,-1096.68,-407.23,-63.477,37.415,-113.708,-404.29,299.30,-731.70,78.00
-1249.02,-1108.89,-420.41,-71.045,31.677,-113.892,-390.21,316.51,-742.26,80.00
-1257.32,-1090.82,-399.90,-61.401,25.879,-118.103,-401.16,314.94,-734.72,78.00
-1260.74,-1100.10,-387.21,-57.739,28.198,-121.216,-388.64,308.68,-737.74,78.00
-1251.46,-1114.75,-387.21,-55.420,27.710,-119.812,-393.34,307.12,-748.30,80.00
-1225.10,-1113.77,-377.44,-66.467,25.879,-121.582,-390.21,307.12,-745.28,78.00
-1280.76,-1104.49,-344.73,-69.885,30.029,-118.896,-394.90,311.81,-740.75,78.00
-1250.98,-1103.03,-376.46,-61.035,42.786,-124.084,-393.34,322.76,-757.36,80.00
-1232.91,-1148.44,-404.30,-64.514,39.734,-126.282,-388.64,318.07,-755.85,78.00
-1221.19,-1136.72,-401.86,-67.749,29.541,-120.911,-394.90,311.81,-749.81,80.00
-1229.98,-1136.72,-378.91,-61.279,27.649,-125.244,-391.77,311.81,-740.75,78.00
-1216.31,-1141.11,-375.98,-57.739,37.231,-129.089,-379.26,321.20,-740.75,78.00
-1194.34,-1176.27,-395.51,-58.594,37.781,-128.784,-373.00,311.81,-743.77,79.00
-1192.87,-1185.55,-397.95,-60.974,29.907,-125.366,-388.64,321.20,-749.81,77.00
-1175.29,-1191.41,-373.54,-57.739,28.198,-123.718,-373.00,327.46,-734.72,77.00
-1167.97,-1186.04,-370.61,-68.604,26.611,-122.864,-385.51,324.33,-746.79,80.00
-1175.78,-1191.41,-371.09,-66.101,32.410,-127.258,-382.39,336.85,-734.72,78.00
-1158.69,-1232.91,-401.86,-73.547,31.372,-120.911,-391.77,308.68,-746.79,80.00
-1161.62,-1173.83,-386.23,-79.712,21.790,-111.023,-385.51,327.46,-743.77,78.00
-1182.62,-1180.66,-365.72,-61.707,26.733,-116.455,-391.77,324.33,-743.77,78.00
-1178.71,-1175.78,-380.37,-61.584,39.185,-118.469,-387.08,319.64,-742.26,80.00
-1168.95,-1186.04,-408.69,-65.674,40.283,-119.629,-388.64,318.07,-737.74,78.00
-1194.34,-1188.48,-397.46,-67.444,35.217,-119.202,-396.47,332.15,-730.19,78.00
-1394.53,-1120.12,-403.32,-79.895,25.757,-115.967,-382.39,327.46,-740.75,80.00
-1116.21,-1213.38,-429.69,-72.388,26.489,-120.422,-380.82,325.89,-751.32,78.00
-1140.63,-1197.75,-409.18,-73.486,30.273,-119.751,-394.90,318.07,-737.74,80.00
-1156.74,-1200.20,-425.78,-67.871,30.396,-120.300,-391.77,324.33,-728.68,78.00
-1156.25,-1200.20,-422.36,-62.683,28.442,-119.873,-383.95,322.76,-745.28,78.00
-1154.79,-1208.01,-429.20,-59.448,27.771,-119.690,-393.34,325.89,-742.26,80.00
-1156.25,-1193.85,-396.48,-67.993,28.442,-118.774,-396.47,335.28,-730.19,78.00
-1145.02,-1202.64,-404.79,-59.082,36.926,-120.300,-388.64,330.59,-728.68,78.00
-1181.64,-1229.49,-349.12,-63.538,26.978,-119.324,-383.95,329.02,-727.17,80.00
-1156.74,-1175.78,-416.50,-74.097,28.931,-121.704,-393.34,322.76,-736.23,77.00
-1173.83,-1201.17,-419.92,-65.125,30.945,-118.835,-382.39,324.33,-734.72,79.00
-1144.53,-1211.91,-489.75,-81.909,36.560,-128.479,-387.08,332.15,-742.26,77.00
-1493.16,-1259.77,-724.12,-111.816,86.304,-147.705,-394.90,339.97,-719.63,77.00
-971.68,-1503.91,-679.69,29.358,142.700,-237.793,-373.00,314.94,-749.81,80.00
-589.84,-1630.86,-166.99,-127.869,70.801,-259.888,-357.35,305.55,-773.96,78.00
-291.99,-1056.15,-396.00,-52.551,0.305,-271.545,-330.76,329.02,-763.39,78.00
-136.23,-1234.86,-396.48,14.893,-25.452,-246.521,-293.21,316.51,-742.26,78.00
-62.50,-1418.46,-380.37,11.902,-41.626,-245.483,-252.53,335.28,-736.23,78.00
-34.67,-1503.42,-207.03,-0.305,-94.543,-256.653,-204.03,327.46,-689.44,76.00
-197.27,-1363.77,-479.49,-76.904,-183.472,-249.329,-175.87,336.85,-626.05,78.00
-39.06,-733.89,-646.48,-92.529,-83.252,-229.858,-144.58,333.72,-580.78,80.00
-77.64,-996.58,-601.07,-80.322,-6.897,-198.669,-130.50,316.51,-521.92,78.00
103.03,-942.87,-780.27,-62.866,29.602,-132.019,-125.80,308.68,-535.50,76.00
254.88,-1009.77,-668.46,-62.378,13.428,-105.164,-117.98,313.38,-524.94,75.00
225.59,-971.68,-669.43,-65.125,3.967,-135.620,-110.16,305.55,-532.48,75.00
144.53,-879.39,-726.56,-76.721,9.766,-144.592,-110.16,308.68,-508.34,74.00
101.56,-925.78,-709.96,-91.553,24.841,-121.826,-117.98,307.12,-533.99,76.00
101.07,-959.47,-725.10,-84.473,32.654,-104.187,-125.80,296.17,-526.45,76.00
108.89,-889.65,-749.51,-78.918,35.278,-106.873,-135.19,308.68,-541.54,76.00
160.64,-863.28,-750.00,-67.261,33.447,-112.427,-130.50,322.76,-549.09,76.00
169.43,-853.03,-768.55,-58.472,28.198,-115.906,-125.80,308.68,-544.56,76.00
127.44,-894.04,-801.27,-59.082,26.367,-113.953,-122.67,318.07,-532.48,75.00
143.55,-937.50,-812.01,-57.739,29.602,-113.892,-122.67,318.07,-544.56,75.00
128.91,-948.24,-790.53,-80.444,29.785,-107.971,-128.93,314.94,-556.63,76.00
94.73,-931.64,-768.07,-88.867,34.302,-99.854,-138.32,330.59,-550.59,74.00
107.91,-915.53,-776.86,-87.097,41.138,-94.971,-141.45,321.20,-565.69,74.00
133.79,-898.93,-791.02,-78.857,37.720,-100.037,-143.01,341.54,-576.25,74.00
122.56,-832.03,-784.18,-77.942,33.936,-104.980,-139.88,347.80,-579.27,76.00
127.44,-869.14,-765.14,-59.998,39.551,-106.506,-161.79,322.76,-594.36,75.00
46.88,-832.03,-735.35,-57.861,56.030,-99.487,-152.40,347.80,-582.29,73.00
-150.39,-781.74,-651.37,-40.527,83.313,-25.269,-163.35,343.10,-601.91,72.00
-351.07,-696.29,-503.91,2.991,122.070,126.465,-197.77,361.88,-626.05,76.00
-721.68,-1193.85,-411.13,-54.077,138.306,265.442,-247.84,383.78,-671.33,74.00
-1292.48,-1271.00,9.77,137.329,-59.875,123.108,-360.48,380.65,-689.44,78.00
-360.35,-615.72,-438.96,-212.036,78.491,-171.265,-351.10,361.88,-716.61,74.00
-515.63,-1232.42,-809.57,37.720,19.836,-104.187,-363.61,365.01,-710.57,78.00
-845.70,-1536.62,-490.23,-132.996,32.77
