0 7.112 3.035
1 7.337 0.241
2 7.081 0.753
3 7.58 1.684
4 7.547 0.239
5 7.2 0.64
6 7.667 1.075
7 7.564 0.22
8 7.347 0.585
9 7.748 0.436
10 7.057 0.248
11 7.042 1.404
12 7.446 0.492
13 6.37 0.268
14 6.095 0.533
15 5.998 0.392
16 4.683 0.293
17 4.171 0.213
18 3.097 0.192
19 3.405 0.299
20 1.651 0.1
21 1.834 0.146
22 1.202 0.127
23 1.612 0.508
24 1.097 0.047
25 0.0 0.109
26 1.33 0.112
27 0.0 0.044
28 0.0 0.086
29 0.0 0.082
30 0.0 0.281
31 0.0 0.034
32 0.0 0.061
33 0.0 0.111
34 0.0 0.032
35 0.0 0.104
36 0.442 0.055
37 0.0 0.028
38 0.0 0.076
39 0.638 0.05
40 0.0 0.037
41 0.0 0.036
42 0.0 0.046
43 0.0 0.221
44 0.0 0.022
45 0.0 0.056
46 0.0 0.13
47 0.0 0.022
48 0.0 0.054
49 0.378 0.046
50 0.0 0.024
51 0.0 0.135
52 0.652 0.045
53 0.0 0.037
54 0.0 0.026
55 0.0 0.047
56 0.0 0.219
57 0.0 0.023
58 0.0 0.044
59 0.0 0.079
60 0.0 0.025
61 0.0 0.065
62 0.481 0.043
63 0.0 0.023
64 0.0 0.108
65 0.846 0.043
66 0.0 0.027
67 0.0 0.044
68 0.745 0.04
69 0.0 0.033
70 0.0 0.041
71 0.0 0.039
72 0.0 0.082
73 0.0 0.021
74 0.0 0.042
75 0.0 0.198
76 0.0 0.018
77 0.0 0.041
78 0.0 0.096
79 0.0 0.018
80 0.0 0.043
81 0.33 0.048
82 0.0 0.022
83 0.0 0.108
84 0.786 0.037
85 0.0 0.022
86 0.0 0.114
87 0.822 0.038
88 0.0 0.028
89 0.0 0.053
90 0.557 0.04
91 0.0 0.035
92 0.0 0.031
93 0.0 0.046
94 0.0 0.222
95 0.0 0.029
96 0.0 0.056
97 0.0 0.156
98 0.0 0.029
99 0.0 0.088
100 0.374 0.109
101 0.0 0.045
102 0.0 0.153
103 0.434 0.208
104 0.0 0.096
105 0.0 0.447
106 0.989 0.307
107 0.0 0.235
108 0.0 2.017
109 1.399 0.985
110 0.0 0.558
111 0.07 1.992
112 1.565 0.869
113 0.072 0.44
114 0.577 0.531
115 2.131 1.099
116 0.779 0.159
117 1.399 3.387
118 3.085 0.632
119 2.171 0.383
120 3.085 4.19
121 4.606 1.761
122 3.998 1.14
123 4.898 4.091
124 6.088 3.206
125 5.815 -0.829
126 6.345 4.21
127 7.298 2.769
128 6.867 -0.664
129 7.27 4.197
130 7.974 3.937
131 7.88 -0.018
132 8.022 2.017
133 8.545 4.21
134 8.446 -0.234
135 8.308 2.622
136 8.841 4.205
137 8.678 -1.077
138 8.408 2.342
139 8.592 4.176
140 8.414 -0.195
141 8.116 0.493
142 8.136 3.269
143 7.926 0.41
144 7.623 0.856
145 7.457 3.072
146 7.235 0.072
147 6.973 1.137
148 6.659 1.5
149 6.471 0.09
150 6.467 0.689
151 5.739 0.29
152 5.651 0.877
153 6.005 0.778
154 5.145 0.661
155 4.969 1.649
156 5.573 0.623
157 4.228 0.314
158 4.397 0.674
159 4.898 0.438
160 3.838 0.249
161 3.788 1.32
162 4.656 0.401
163 3.199 0.241
164 3.413 0.994
165 4.329 0.354
166 3.211 0.42
167 3.224 0.382
168 3.995 0.333
169 2.941 0.348
170 2.985 0.273
171 3.834 0.338
172 2.357 0.209
173 2.509 1.15
174 3.773 0.318
175 2.225 0.227
176 2.597 0.189
177 1.796 0.334
178 3.183 0.356
179 1.681 0.187
180 1.905 1.068
181 3.076 0.332
182 2.265 0.168
183 1.829 0.313
184 1.361 0.182
185 1.519 0.822
186 2.935 0.294
187 1.289 0.201
188 1.833 0.163
189 1.018 0.344
190 2.755 0.299
191 1.262 0.244
192 1.658 0.182
193 0.907 0.337
194 1.558 1.047
195 1.484 0.247
196 2.423 0.294
197 0.917 0.211
198 1.222 0.508
199 2.627 0.3
200 0.911 0.205
201 1.207 0.459
202 2.505 0.303
203 0.915 0.247
204 1.172 0.33
205 2.347 0.304
206 0.591 0.203
207 0.854 0.877
208 2.301 0.305
209 0.316 0.191
210 0.552 0.499
211 1.89 0.418
212 1.319 0.162
213 0.22 0.331
214 1.33 1.549
215 1.17 0.165
216 0.239 0.312
217 1.197 1.459
218 1.115 0.156
219 0.071 0.344
220 1.744 0.341
221 0.038 0.189
222 0.665 0.309
223 0.389 0.318
224 1.01 1.419
225 0.974 0.154
226 0.127 0.501
227 1.966 0.298
228 0.158 0.229
229 0.671 0.201
230 0.0 0.316
231 0.928 1.331
232 0.865 0.159
233 0.0 0.331
234 1.372 0.488
235 0.826 0.164
236 0.0 0.34
237 1.366 0.511
238 0.869 0.168
239 0.0 0.335
240 1.048 1.254
241 0.805 0.17
242 0.265 0.312
243 0.488 0.451
244 0.601 0.285
245 2.013 0.309
246 0.0 0.195
247 0.072 0.486
248 1.332 0.578
249 0.823 0.158
250 0.0 0.33
251 0.517 0.696
252 0.544 0.309
253 1.944 0.301
254 0.0 0.197
255 0.287 0.994
256 1.837 0.294
257 0.0 0.186
258 0.0 0.379
259 1.202 0.747
260 0.772 0.162
261 0.364 0.321
262 0.139 0.218
263 0.249 1.088
264 1.584 0.379
265 0.875 0.162
266 0.0 0.32
267 0.685 1.208
268 0.642 0.278
269 2.062 0.301
270 0.0 0.177
271 0.037 0.389
272 1.403 0.529
273 0.907 0.156
274 0.0 0.338
275 0.846 1.62
276 0.693 0.196
277 0.985 0.307
278 0.262 0.297
279 0.51 0.383
280 1.952 0.297
281 0.0 0.191
282 0.178 0.883
283 1.63 0.339
284 0.588 0.178
285 0.0 0.329
286 0.99 1.519
287 0.72 0.204
288 1.671 0.3
289 0.0 0.191
290 0.271 1.024
291 1.753 0.314
292 0.087 0.193
293 0.0 0.35
294 1.068 0.843
295 0.775 0.166
296 0.0 0.33
297 0.437 0.449
298 0.457 0.54
299 1.872 0.313
300 0.0 0.188
301 0.000999999999999 0.489
302 1.468 0.386
303 0.673 0.167
304 0.0 0.353
305 1.083 0.948
306 0.792 0.167
307 0.0 0.341
308 0.756 1.697
309 0.664 0.198
310 0.893 0.315
311 0.019 0.226
312 0.328 0.74
313 1.8 0.312
314 0.0 0.191
315 0.0 0.523
316 1.384 0.41
317 0.618 0.177
318 0.0 0.437
319 1.561 0.35
320 0.0 0.199
321 0.27 0.954
322 1.871 0.322
323 0.374 0.71
324 0.721 0.177
325 0.0 0.358
326 1.084 0.955
327 0.848 0.162
328 0.0 0.351
329 1.043 1.305
330 0.886 0.17
331 0.108 0.336
332 0.39 0.267
333 0.462 1.098
334 1.706 0.392
335 1.005 0.171
336 0.103 0.356
337 0.369 0.231
338 0.508 0.985
339 1.696 0.513
340 1.173 0.174
341 0.617 0.35
342 0.735 0.319
343 1.032 0.451
344 2.46 0.329
345 0.653 0.215
346 1.148 0.693
347 2.6 0.345
348 0.981 0.243
349 1.455 0.537
350 2.903 0.334
351 1.14 0.226
352 1.575 0.651
353 2.626 1.031
354 2.363 0.243
355 3.318 0.409
356 1.987 0.261
357 2.443 0.972
358 3.77 0.387
359 2.326 0.252
360 2.876 1.029
361 4.246 0.399
362 3.125 0.234
363 3.654 0.688
364 5.097 0.475
365 4.48 0.321
366 5.366 0.842
367 6.481 0.697
368 5.984 0.389
369 6.568 2.047
370 7.412 0.679
371 6.968 0.348
372 7.302 0.514
373 7.668 0.709
374 7.293 0.433
375 7.444 0.351
376 7.685 0.534
377 7.417 0.384
378 7.553 0.366
379 7.614 0.411
380 7.28 0.586
381 7.261 0.271
382 6.729 0.523
383 6.858 1.887
384 6.382 0.21
385 5.206 0.436
386 5.41 0.461
387 4.176 0.171
388 3.367 0.553
389 4.156 0.167
390 2.459 0.538
391 2.225 0.071
392 1.103 0.167
393 2.466 0.116
394 0.226 0.057
395 0.364 0.196
396 1.636 0.099
397 0.092 0.406
398 0.108 0.037
399 0.0 0.099
400 0.492 0.079
401 0.0 0.042
402 0.0 0.182
403 0.672 0.063
404 0.0 0.048
405 0.0 0.03
406 0.0 0.063
407 0.0 0.098
408 0.0 0.028
409 0.0 0.092
410 0.319 0.052
411 0.0 0.036
412 0.0 0.029
413 0.0 0.056
414 0.0 0.213
415 0.0 0.021
416 0.0 0.053
417 0.03 0.055
418 0.0 0.027
419 0.0 0.131
420 0.549 0.042
421 0.0 0.054
422 0.0 0.025
423 0.0 0.05
424 0.0 0.082
425 0.0 0.021
426 0.0 0.06
427 0.306 0.043
428 0.0 0.028
429 0.0 0.037
430 0.0 0.042
431 0.0 0.215
432 0.0 0.02
433 0.0 0.046
434 0.135 0.042
435 0.0 0.017
436 0.0 0.12
437 0.608 0.044
438 0.0 0.022
439 0.0 0.052
440 0.17 0.042
441 0.0 0.082
442 0.0 0.023
443 0.0 0.04
444 0.0 0.176
445 0.0 0.019
446 0.0 0.043
447 0.046 0.058
448 0.0 0.024
449 0.0 0.053
450 0.371 0.038
451 0.0 0.023
452 0.0 0.054
453 0.397 0.041
454 0.0 0.039
455 0.0 0.023
456 0.0 0.039
457 0.0 0.135
458 0.0 0.022
459 0.0 0.044
460 0.086 0.055
461 0.0 0.023
462 0.0 0.076
463 0.559 0.053
464 0.0 0.04
465 0.0 0.187
466 0.776 0.066
467 0.0 0.034
468 0.0 0.142
469 0.907 0.117
470 0.0 0.106
471 0.0 0.359
472 1.022 0.229
473 0.0 0.118
474 0.0 0.77
475 1.201 0.796
476 0.0 0.599
477 0.0 2.511
478 1.589 0.949
479 0.0 0.204
480 0.316 1.436
481 1.919 0.935
482 0.402 -0.151
483 0.963 4.143
484 2.572 1.099
485 1.935 -0.364
486 2.144 2.028
487 3.854 3.903
488 3.924 0.258
489 3.846 3.94
490 5.391 4.207
491 5.737 -1.392
492 5.614 2.977
493 6.628 4.199
494 6.919 -0.737
495 7.038 3.62
496 7.396 1.228
497 7.625 4.089
498 8.312 2.149
499 8.038 0.371
500 8.288 2.992
501 8.64 4.208
502 8.595 -0.702
503 8.468 3.211
504 8.833 4.138
505 8.626 1.246
506 8.664 1.853
507 8.205 0.184
508 8.209 3.792
509 8.437 0.666
510 7.951 -0.03
511 7.488 0.934
512 7.63 4.207
513 7.29 -0.074
514 6.896 1.168
515 6.698 1.691
516 6.475 0.226
517 6.814 0.642
518 5.621 0.174
519 5.486 1.179
520 6.11 0.798
521 4.917 0.443
522 4.73 0.727
523 5.107 3.153
524 4.829 0.29
525 4.062 0.462
526 4.72 1.53
527 4.353 0.197
528 4.816 0.393
529 3.472 0.216
530 3.502 0.649
531 4.541 0.38
532 3.116 0.25
533 3.281 1.385
534 4.29 0.341
535 3.277 0.206
536 2.718 0.374
537 3.732 0.584
538 3.249 0.169
539 2.484 0.341
540 2.652 0.26
541 2.686 0.477
542 3.616 0.316
543 2.738 1.48
544 2.775 0.167
545 2.037 0.439
546 3.311 0.31
547 2.364 0.158
548 1.531 0.315
