# Scattering^16 vs Time
# Time,Scatter amount^16
# Forward scatter, Side scatter
397.000000 910.518349 0.000000
398.000000 90.561584 0.000000
399.000000 8.038665 0.000000
400.000000 0.641560 0.000000
401.000000 0.046070 0.000000
402.000000 0.002991 0.000000
403.000000 0.000178 0.000000
404.000000 0.000010 0.000000
405.000000 0.000000 0.000000
406.000000 0.000000 0.000000
407.000000 0.000000 0.000000
408.000000 0.000000 0.000000
409.000000 0.000000 0.000000
410.000000 0.000000 0.000000
411.000000 0.000000 0.000000
412.000000 0.000000 0.000000
413.000000 0.000000 0.000000
414.000000 0.000000 0.000000
415.000000 0.000000 0.000000
416.000000 0.000000 0.000000
417.000000 0.000000 0.000000
418.000000 0.000000 0.000000
419.000000 0.000000 0.000000
420.000000 0.000000 0.000000
421.000000 0.000000 0.000000
422.000000 0.000000 0.000000
423.000000 0.000000 0.000000
424.000000 0.000000 0.000000
425.000000 0.000000 0.000000
426.000000 0.000000 0.000000
427.000000 0.000000 0.000000
428.000000 0.000000 0.000000
429.000000 0.000000 0.000000
430.000000 0.000000 0.000000
431.000000 0.000000 0.000000
432.000000 0.000000 0.000000
433.000000 0.000000 0.000000
434.000000 0.000000 0.000000
435.000000 0.000000 0.000000
436.000000 0.000000 0.000000
437.000000 0.000000 0.000000
438.000000 0.000000 0.000000
439.000000 0.000000 0.000000
440.000000 0.000000 0.000000
441.000000 0.000000 0.000000
442.000000 0.000000 0.000000
443.000000 0.000000 0.000000
444.000000 0.000000 0.000000
445.000000 0.000000 0.000000
446.000000 0.000000 0.000000
447.000000 0.000000 0.000000
448.000000 0.000000 0.000000
449.000000 0.000000 0.000000
450.000000 0.000000 0.000000
451.000000 0.000000 0.000000
452.000000 0.000000 0.000000
453.000000 0.000000 0.000000
454.000000 0.000000 0.000000
455.000000 0.000000 0.000000
456.000000 0.000000 0.000000
457.000000 0.000000 0.000000
458.000000 0.000000 0.000000
459.000000 0.000000 0.000000
460.000000 0.000000 0.000000
461.000000 0.000000 0.000000
462.000000 0.000000 0.000000
463.000000 0.000000 0.000000
464.000000 0.000000 0.000000
465.000000 0.000000 0.000000
466.000000 0.000000 0.000000
467.000000 0.000000 0.000000
468.000000 0.000000 0.000000
469.000000 0.000000 0.000000
470.000000 0.000002 0.000002
471.000000 0.000015 0.000013
472.000000 0.000127 0.000082
473.000000 0.001084 0.000502
474.000000 0.009486 0.002744
475.000000 0.083442 0.013426
476.000000 0.730359 0.061485
477.000000 6.321061 0.261005
478.000000 53.095550 0.977391
479.000000 427.003167 3.453942
480.000000 3274.493526 11.335027
481.000000 23599.487523 33.779211
482.000000 158749.446565 93.420542
483.000000 988394.456110 237.013677
484.000000 5673872.771653 569.232567
485.000000 29927241.376232 1253.838022
486.000000 144322620.822253 2561.360559
487.000000 635301479.897905 4896.096471
488.000000 2552476660.481812 8875.423102
489.000000 9340873076.293522 14816.425803
490.000000 31199652993.548004 23278.991919
491.000000 95109053203.618103 34392.080990
492.000000 264713126862.331360 47513.124480
493.000000 675851486227.048950 61811.936539
494.000000 1580621910944.521973 75514.870379
495.000000 3394842973298.750977 87228.224596
496.000000 6733353689938.887695 94898.652144
497.000000 12321836785224.916016 97177.345307
498.000000 20860052677575.777344 94019.602572
499.000000 32847384225415.687500 86762.363796
500.000000 48144989806035.062500 74832.493150
501.000000 65756073222628.250000 61044.241044
502.000000 84218944412715.828125 47345.223988
503.000000 101180189450567.046875 34405.063809
504.000000 114276835317889.546875 23864.285673
505.000000 121788522467099.890625 15732.327721
506.000000 122667169348829.203125 9832.412096
507.000000 117093014131186.671875 5869.013697
508.000000 106254988312459.890625 3363.068719
509.000000 91815359040210.250000 1830.760241
510.000000 75771929956624.812500 973.606338
511.000000 59899381159109.484375 505.015614
512.000000 45444116437373.703125 252.886123
513.000000 33193224592743.519531 123.655600
514.000000 23419326119397.171875 60.802113
515.000000 15999420508260.785156 29.137732
516.000000 10607315821851.013672 13.952511
517.000000 6854402950553.253906 6.924968
518.000000 4337640683121.874512 3.351170
519.000000 2687780514583.917969 1.640658
520.000000 1638802699251.128174 0.831229
521.000000 985231765920.553589 0.411949
522.000000 587109326286.761841 0.209478
523.000000 346884939487.779785 0.104738
524.000000 203546600524.018066 0.053566
525.000000 119244957519.474365 0.027788
526.000000 69764727965.978271 0.014167
527.000000 40904473715.843193 0.007180
528.000000 24038103014.079411 0.003800
529.000000 14173956723.586365 0.001939
530.000000 8398267877.972038 0.001008
531.000000 5005939923.761919 0.000542
532.000000 2996632457.704129 0.000296
533.000000 1811450442.654449 0.000168
534.000000 1098399858.823352 0.000095
535.000000 669656046.834070 0.000057
536.000000 410278773.738751 0.000037
537.000000 252874443.022887 0.000024
538.000000 156398555.298041 0.000016
539.000000 97466893.378698 0.000012
540.000000 60739352.783085 0.000010
541.000000 37984164.935674 0.000008
542.000000 23920252.827215 0.000007
543.000000 15036982.887353 0.000006
544.000000 9509711.115595 0.000006
545.000000 6059061.277889 0.000006
546.000000 3851255.445187 0.000006
547.000000 2466119.250990 0.000006
548.000000 1593790.776501 0.000006
549.000000 1029063.110979 0.000006
550.000000 668321.748451 0.000006
551.000000 438922.504143 0.000006
552.000000 288855.200821 0.000006
553.000000 190584.801745 0.000006
554.000000 126330.160992 0.000006
555.000000 84375.710064 0.000006
556.000000 56735.830770 0.000006
557.000000 37829.752093 0.000005
558.000000 25377.808574 0.000005
559.000000 17103.369488 0.000004
560.000000 11389.394585 0.000004
561.000000 7610.299870 0.000003
562.000000 5086.223909 0.000003
563.000000 3372.356184 0.000003
564.000000 2237.346547 0.000002
565.000000 1478.804029 0.000002
566.000000 983.173299 0.000002
567.000000 648.088237 0.000001
568.000000 426.646724 0.000001
569.000000 281.814566 0.000001
570.000000 187.264556 0.000001
571.000000 125.177057 0.000001
572.000000 83.087438 0.000001
573.000000 56.254907 0.000001
574.000000 38.010667 0.000001
575.000000 25.714904 0.000001
576.000000 17.575955 0.000001
577.000000 11.911760 0.000001
578.000000 8.115698 0.000001
579.000000 5.510163 0.000001
580.000000 3.731269 0.000001
581.000000 2.515237 0.000001
582.000000 1.685035 0.000001
583.000000 1.113466 0.000001
584.000000 0.738474 0.000001
585.000000 0.482286 0.000001
586.000000 0.313858 0.000001
587.000000 0.201894 0.000001
588.000000 0.130311 0.000001
589.000000 0.082005 0.000001
590.000000 0.052250 0.000002
591.000000 0.033486 0.000002
592.000000 0.021022 0.000002
593.000000 0.013327 0.000002
594.000000 0.008491 0.000003
595.000000 0.005344 0.000003
596.000000 0.003413 0.000004
597.000000 0.002189 0.000005
598.000000 0.001393 0.000006
599.000000 0.000912 0.000007
600.000000 0.000599 0.000008
601.000000 0.000395 0.000009
602.000000 0.000273 0.000011
603.000000 0.000191 0.000013
604.000000 0.000136 0.000014
605.000000 0.000102 0.000016
606.000000 0.000077 0.000017
607.000000 0.000061 0.000018
608.000000 0.000051 0.000018
609.000000 0.000043 0.000018
610.000000 0.000038 0.000018
611.000000 0.000034 0.000017
612.000000 0.000031 0.000016
613.000000 0.000029 0.000015
614.000000 0.000028 0.000014
615.000000 0.000027 0.000013
616.000000 0.000026 0.000011
617.000000 0.000025 0.000010
618.000000 0.000024 0.000009
619.000000 0.000023 0.000008
620.000000 0.000022 0.000007
621.000000 0.000021 0.000006
622.000000 0.000021 0.000006
623.000000 0.000020 0.000005
624.000000 0.000019 0.000004
625.000000 0.000019 0.000004
626.000000 0.000018 0.000004
627.000000 0.000018 0.000003
628.000000 0.000018 0.000003
629.000000 0.000018 0.000003
630.000000 0.000019 0.000002
631.000000 0.000019 0.000002
632.000000 0.000020 0.000002
633.000000 0.000021 0.000002
634.000000 0.000022 0.000002
635.000000 0.000023 0.000002
636.000000 0.000024 0.000002
637.000000 0.000026 0.000002
638.000000 0.000027 0.000002
639.000000 0.000029 0.000002
640.000000 0.000031 0.000002
641.000000 0.000034 0.000002
642.000000 0.000036 0.000002
643.000000 0.000038 0.000002
644.000000 0.000041 0.000002
645.000000 0.000044 0.000002
646.000000 0.000047 0.000002
647.000000 0.000050 0.000002
648.000000 0.000053 0.000002
649.000000 0.000056 0.000002
650.000000 0.000059 0.000001
651.000000 0.000061 0.000001
652.000000 0.000064 0.000001
653.000000 0.000068 0.000001
654.000000 0.000070 0.000001
655.000000 0.000073 0.000001
656.000000 0.000076 0.000001
657.000000 0.000079 0.000001
658.000000 0.000081 0.000001
659.000000 0.000084 0.000001
660.000000 0.000087 0.000001
661.000000 0.000090 0.000001
662.000000 0.000094 0.000001
663.000000 0.000095 0.000001
664.000000 0.000100 0.000001
665.000000 0.000105 0.000001
666.000000 0.000107 0.000002
667.000000 0.000114 0.000002
668.000000 0.000118 0.000002
669.000000 0.000120 0.000002
670.000000 0.000125 0.000002
671.000000 0.000129 0.000002
672.000000 0.000130 0.000002
673.000000 0.000133 0.000003
674.000000 0.000135 0.000003
675.000000 0.000138 0.000003
676.000000 0.000137 0.000003
677.000000 0.000136 0.000004
678.000000 0.000138 0.000004
679.000000 0.000140 0.000004
680.000000 0.000143 0.000004
681.000000 0.000151 0.000005
682.000000 0.000165 0.000005
683.000000 0.000179 0.000005
684.000000 0.000200 0.000005
685.000000 0.000235 0.000005
686.000000 0.000282 0.000005
687.000000 0.000357 0.000005
688.000000 0.000463 0.000005
689.000000 0.000626 0.000005
690.000000 0.000888 0.000004
691.000000 0.001267 0.000004
692.000000 0.001910 0.000004
693.000000 0.003009 0.000004
694.000000 0.004824 0.000003
695.000000 0.008018 0.000003
696.000000 0.013737 0.000003
697.000000 0.023999 0.000003
698.000000 0.043463 0.000003
699.000000 0.080653 0.000003
700.000000 0.153693 0.000004
701.000000 0.297156 0.000004
702.000000 0.580857 0.000004
703.000000 1.182811 0.000004
704.000000 2.428670 0.000005
705.000000 5.010378 0.000005
706.000000 10.583896 0.000006
707.000000 22.744031 0.000006
708.000000 49.237901 0.000006
709.000000 108.211931 0.000007
710.000000 241.210821 0.000008
711.000000 547.428186 0.000009
712.000000 1254.692762 0.000010
713.000000 2924.993603 0.000011
714.000000 6936.763308 0.000013
715.000000 16693.495004 0.000016
716.000000 41010.009004 0.000020
717.000000 102201.159788 0.000027
718.000000 259551.724404 0.000036
719.000000 669954.319628 0.000049
720.000000 1747996.032364 0.000070
721.000000 4626936.792729 0.000102
722.000000 12340078.520716 0.000151
723.000000 32948319.954784 0.000224
724.000000 87949856.089027 0.000336
725.000000 232662705.355070 0.000499
726.000000 610472912.334383 0.000738
727.000000 1570623109.210038 0.001055
728.000000 3931399271.681758 0.001467
729.000000 9558407802.423122 0.001960
730.000000 22365923961.668087 0.002519
731.000000 50186390216.954330 0.003096
732.000000 107537777912.183884 0.003602
733.000000 218915165884.345612 0.003962
734.000000 421497847241.763550 0.004102
735.000000 763459015791.404297 0.003959
736.000000 1298811107544.733643 0.003658
737.000000 2065163710682.066162 0.003160
738.000000 3066571329467.981445 0.002570
739.000000 4239896006225.341797 0.001956
740.000000 5428842148834.018555 0.001413
741.000000 6448781301142.117188 0.000967
742.000000 7085041821573.467773 0.000624
743.000000 7157069301576.268555 0.000381
744.000000 6652119896234.527344 0.000222
745.000000 5673758237606.338867 0.000122
746.000000 4430603319307.311523 0.000065
747.000000 3157298410045.700195 0.000032
748.000000 2046438528961.447266 0.000015
749.000000 1205119470518.058350 0.000007
750.000000 642715946877.993530 0.000003
751.000000 309807158716.109497 0.000001
752.000000 134491269665.760208 0.000001
753.000000 52386594663.643532 0.000000
754.000000 18316353061.215034 0.000000
755.000000 5726546946.112105 0.000000
756.000000 1594629752.487017 0.000000
757.000000 395246854.867141 0.000000
758.000000 87044647.938332 0.000000
759.000000 17001136.693390 0.000000
760.000000 2936333.840908 0.000000
761.000000 447736.716486 0.000000
762.000000 60413.572960 0.000000
763.000000 7185.342134 0.000000
764.000000 752.007412 0.000000
765.000000 69.589844 0.000000
766.000000 5.681702 0.000000
767.000000 0.407906 0.000000
768.000000 0.025983 0.000000
769.000000 0.001467 0.000000
770.000000 0.000073 0.000000
771.000000 0.000003 0.000000
772.000000 0.000000 0.000000
773.000000 0.000000 0.000000
774.000000 0.000000 0.000000
775.000000 0.000000 0.000000
776.000000 0.000000 0.000000
777.000000 0.000000 0.000000
778.000000 0.000000 0.000000
779.000000 0.000000 0.000000
780.000000 0.000000 0.000000
781.000000 0.000000 0.000000
782.000000 0.000000 0.000000
783.000000 0.000000 0.000000
784.000000 0.000000 0.000000
785.000000 0.000000 0.000000
786.000000 0.000000 0.000000
787.000000 0.000000 0.000000
788.000000 0.000000 0.000000
789.000000 0.000000 0.000000
790.000000 0.000000 0.000000
791.000000 0.000000 0.000000
792.000000 0.000000 0.000000
793.000000 0.000000 0.000000
794.000000 0.000000 0.000000
795.000000 0.000000 0.000000
796.000000 0.000000 0.000000
797.000000 0.000000 0.000000
798.000000 0.000000 0.000000
799.000000 0.000000 0.000000
800.000000 0.000000 0.000000
801.000000 0.000000 0.000000
802.000000 0.000000 0.000000
803.000000 0.000000 0.000000
804.000000 0.000000 0.000000
805.000000 0.000000 0.000000
806.000000 0.000000 0.000000
807.000000 0.000000 0.000000
808.000000 0.000000 0.000000
809.000000 0.000000 0.000000
810.000000 0.000000 0.000000
811.000000 0.000000 0.000000
812.000000 0.000000 0.000000
813.000000 0.000000 0.000000
814.000000 0.000000 0.000000
815.000000 0.000000 0.000000
816.000000 0.000000 0.000000
817.000000 0.000000 0.000000
818.000000 0.000000 0.000000
819.000000 0.000000 0.000000
820.000000 0.000000 0.000000
821.000000 0.000000 0.000000
822.000000 0.000000 0.000000
823.000000 0.000000 0.000000
824.000000 0.000000 0.000000
825.000000 0.000000 0.000000
826.000000 0.000000 0.000000
827.000000 0.000000 0.000000
828.000000 0.000000 0.000000
829.000000 0.000000 0.000000
830.000000 0.000000 0.000000
831.000000 0.000000 0.000000
832.000000 0.000000 0.000000
833.000000 0.000000 0.000000
834.000000 0.000000 0.000000
835.000000 0.000000 0.000000
836.000000 0.000000 0.000000
837.000000 0.000000 0.000000
838.000000 0.000000 0.000002
839.000000 0.000000 0.000018
840.000000 0.000000 0.000137
841.000000 0.000000 0.000914
842.000000 0.000000 0.005696
843.000000 0.000000 0.030908
844.000000 0.000001 0.145871
845.000000 0.000019 0.625727
846.000000 0.000400 2.425334
847.000000 0.007714 8.430348
848.000000 0.132779 26.155123
849.000000 2.023303 72.781462
850.000000 27.252215 189.208637
851.000000 325.199550 453.356068
852.000000 3416.483261 981.962123
853.000000 31624.987253 2007.813288
854.000000 258799.987324 3886.294601
855.000000 1872019.129325 6964.841903
856.000000 11990862.917915 11851.330291
857.000000 68154623.253600 19118.538113
858.000000 344719950.857741 29893.217150
859.000000 1557109376.476992 44130.808692
860.000000 6282447532.103003 62190.453071
861.000000 22760171288.873585 84293.452955
862.000000 74270869283.352051 110805.284668
