0.000000 7.112000 7.311811
1.000000 7.337000 7.334406
2.000000 7.081000 7.357243
3.000000 7.580000 7.379864
4.000000 7.547000 7.395679
5.000000 7.200000 7.401411
6.000000 7.667000 7.391760
7.000000 7.564000 7.356858
8.000000 7.347000 7.289422
9.000000 7.748000 7.178876
10.000000 7.057000 7.011784
11.000000 7.042000 6.790179
12.000000 7.446000 6.501860
13.000000 6.370000 6.145228
14.000000 6.095000 5.721761
15.000000 5.998000 5.239933
16.000000 4.683000 4.716857
17.000000 4.171000 4.169967
18.000000 3.097000 3.622376
19.000000 3.405000 3.094820
20.000000 1.651000 2.603606
21.000000 1.834000 2.160185
22.000000 1.202000 1.768214
23.000000 1.612000 1.426608
24.000000 1.097000 1.132213
25.000000 0.000000 0.879306
26.000000 1.330000 0.664541
27.000000 0.000000 0.485825
28.000000 0.000000 0.341527
29.000000 0.000000 0.231887
30.000000 0.000000 0.153441
31.000000 0.000000 0.104803
32.000000 0.000000 0.079801
33.000000 0.000000 0.073632
34.000000 0.000000 0.079494
35.000000 0.000000 0.092041
36.000000 0.442000 0.105763
37.000000 0.000000 0.114531
38.000000 0.000000 0.117367
39.000000 0.638000 0.112319
40.000000 0.000000 0.100085
41.000000 0.000000 0.083624
42.000000 0.000000 0.067358
43.000000 0.000000 0.054076
44.000000 0.000000 0.046900
45.000000 0.000000 0.047191
46.000000 0.000000 0.054709
47.000000 0.000000 0.067513
48.000000 0.000000 0.083357
49.000000 0.378000 0.098289
50.000000 0.000000 0.108598
51.000000 0.000000 0.112564
52.000000 0.652000 0.109018
53.000000 0.000000 0.098278
54.000000 0.000000 0.083228
55.000000 0.000000 0.068578
56.000000 0.000000 0.057097
57.000000 0.000000 0.052328
58.000000 0.000000 0.056888
59.000000 0.000000 0.069978
60.000000 0.000000 0.090483
61.000000 0.000000 0.116370
62.000000 0.481000 0.143838
63.000000 0.000000 0.168819
64.000000 0.000000 0.188577
65.000000 0.846000 0.199430
66.000000 0.000000 0.199606
67.000000 0.000000 0.188798
68.000000 0.745000 0.168353
69.000000 0.000000 0.141093
70.000000 0.000000 0.110752
71.000000 0.000000 0.081578
72.000000 0.000000 0.056323
73.000000 0.000000 0.036906
74.000000 0.000000 0.025730
75.000000 0.000000 0.021262
76.000000 0.000000 0.023144
77.000000 0.000000 0.033070
78.000000 0.000000 0.048595
79.000000 0.000000 0.069160
80.000000 0.000000 0.095283
81.000000 0.330000 0.123642
82.000000 0.000000 0.152252
83.000000 0.000000 0.178436
84.000000 0.786000 0.199535
85.000000 0.000000 0.213306
86.000000 0.000000 0.218237
87.000000 0.822000 0.213736
88.000000 0.000000 0.200189
89.000000 0.000000 0.178941
90.000000 0.557000 0.152665
91.000000 0.000000 0.123790
92.000000 0.000000 0.095564
93.000000 0.000000 0.072014
94.000000 0.000000 0.054641
95.000000 0.000000 0.044683
96.000000 0.000000 0.044662
97.000000 0.000000 0.051750
98.000000 0.000000 0.064739
99.000000 0.000000 0.084859
100.000000 0.374000 0.108114
101.000000 0.000000 0.134308
102.000000 0.000000 0.165679
103.000000 0.434000 0.199652
104.000000 0.000000 0.237473
105.000000 0.000000 0.280444
106.000000 0.989000 0.326368
107.000000 0.000000 0.376638
108.000000 0.000000 0.434042
109.000000 1.399000 0.499836
110.000000 0.000000 0.579962
111.000000 0.070000 0.681571
112.000000 1.565000 0.810965
113.000000 0.072000 0.976018
114.000000 0.577000 1.183748
115.000000 2.131000 1.438854
116.000000 0.779000 1.744177
117.000000 1.399000 2.099891
118.000000 3.085000 2.503164
119.000000 2.171000 2.946784
120.000000 3.085000 3.420895
121.000000 4.606000 3.915048
122.000000 3.998000 4.414789
123.000000 4.898000 4.907150
124.000000 6.088000 5.382482
125.000000 5.815000 5.829830
126.000000 6.345000 6.243573
127.000000 7.298000 6.622228
128.000000 6.867000 6.963019
129.000000 7.270000 7.266658
130.000000 7.974000 7.535706
131.000000 7.880000 7.768926
132.000000 8.022000 7.966470
133.000000 8.545000 8.128973
134.000000 8.446000 8.254007
135.000000 8.308000 8.340917
136.000000 8.841000 8.390199
137.000000 8.678000 8.401249
138.000000 8.408000 8.374985
139.000000 8.592000 8.314332
