0.000000	1.000000	132433.632848
0.100000	1.010050	133769.602986
0.200000	1.020201	135118.989847
0.300000	1.030455	136481.928271
0.400000	1.040811	137858.554454
0.500000	1.051271	139249.005960
0.600000	1.061837	140653.421736
0.700000	1.072508	142071.942126
0.800000	1.083287	143504.708882
0.900000	1.094174	144951.865184
1.000000	1.105171	146413.555648
1.100000	1.116278	147889.926346
1.200000	1.127497	149381.124815
1.300000	1.138828	150887.300079
1.400000	1.150274	152408.602656
1.500000	1.161834	153945.184577
1.600000	1.173511	155497.199404
1.700000	1.185305	157064.802239
1.800000	1.197217	158648.149745
1.900000	1.209250	160247.400157
2.000000	1.221403	161862.713304
2.100000	1.233678	163494.250617
2.200000	1.246077	165142.175153
2.300000	1.258600	166806.651606
2.400000	1.271249	168487.846326
2.500000	1.284025	170185.927333
2.600000	1.296930	171901.064338
2.700000	1.309964	173633.428756
2.800000	1.323130	175383.193727
2.900000	1.336427	177150.534128
3.000000	1.349859	178935.626595
3.100000	1.363425	180738.649539
3.200000	1.377128	182559.783166
3.300000	1.390968	184399.209489
3.400000	1.404948	186257.112355
3.500000	1.419068	188133.677455
3.600000	1.433329	190029.092347
3.700000	1.447735	191943.546476
3.800000	1.462285	193877.231189
3.900000	1.476981	195830.339756
4.000000	1.491825	197803.067391
4.100000	1.506818	199795.611268
4.200000	1.521962	201808.170544
4.300000	1.537258	203840.946377
4.400000	1.552707	205894.141946
4.500000	1.568312	207967.962475
4.600000	1.584074	210062.615246
4.700000	1.599994	212178.309627
4.800000	1.616074	214315.257090
4.900000	1.632316	216473.671233
5.000000	1.648721	218653.767798
5.100000	1.665291	220855.764698
5.200000	1.682028	223079.882035
5.300000	1.698932	225326.342122
5.400000	1.716007	227595.369509
5.500000	1.733253	229887.191000
5.600000	1.750673	232202.035680
5.700000	1.768267	234540.134936
5.800000	1.786038	236901.722480
5.900000	1.803988	239287.034374
6.000000	1.822119	241696.309050
6.100000	1.840431	244129.787340
6.200000	1.858928	246587.712493
6.300000	1.877611	249070.330204
6.400000	1.896481	251577.888639
6.500000	1.915541	254110.638454
6.600000	1.934792	256668.832828
6.700000	1.954237	259252.727484
6.800000	1.973878	261862.580712
6.900000	1.993716	264498.653401
7.000000	2.013753	267161.209061
7.100000	2.033991	269850.513851
7.200000	2.054433	272566.836603
7.300000	2.075081	275310.448852
7.400000	2.095936	278081.624863
7.500000	2.117000	280880.641656
7.600000	2.138276	283707.779035
7.700000	2.159766	286563.319618
7.800000	2.181472	289447.548860
7.900000	2.203396	292360.755088
8.000000	2.225541	295303.229526
8.100000	2.247908	298275.266323
8.200000	2.270500	301277.162587
8.300000	2.293319	304309.218409
8.400000	2.316367	307371.736900
8.500000	2.339647	310465.024212
8.600000	2.363161	313589.389579
8.700000	2.386911	316745.145341
8.800000	2.410900	319932.606974
8.900000	2.435130	323152.093130
9.000000	2.459603	326403.925660
9.100000	2.484323	329688.429649
9.200000	2.509290	333005.933453
9.300000	2.534509	336356.768724
9.400000	2.559981	339741.270450
9.500000	2.585710	343159.776983
9.600000	2.611696	346612.630079
9.700000	2.637944	350100.174924
9.800000	2.664456	353622.760179
9.900000	2.691234	357180.738003
10.000000	2.718282	360774.464099
10.100000	2.745601	364404.297743
10.200000	2.773195	368070.601822
10.300000	2.801066	371773.742869
10.400000	2.829217	375514.091102
10.500000	2.857651	379292.020460
10.600000	2.886371	383107.908640
10.700000	2.915379	386962.137133
10.800000	2.944680	390855.091266
10.900000	2.974274	394787.160239
11.000000	3.004166	398758.737162
11.100000	3.034358	402770.219097
11.200000	3.064854	406822.007095
11.300000	3.095657	410914.506240
11.400000	3.126768	415048.125685
11.500000	3.158193	419223.278696
11.600000	3.189933	423440.382693
11.700000	3.221993	427699.859289
11.800000	3.254374	432002.134337
11.900000	3.287081	436347.637967
12.000000	3.320117	440736.804636
12.100000	3.353485	445170.073163
12.200000	3.387188	449647.886779
12.300000	3.421230	454170.693170
12.400000	3.455613	458738.944521
12.500000	3.490343	463353.097561
12.600000	3.525421	468013.613611
12.700000	3.560853	472720.958625
12.800000	3.596640	477475.603244
12.900000	3.632787	482278.022835
13.000000	3.669297	487128.697545
13.100000	3.706174	492028.112347
13.200000	3.743421	496976.757086
13.300000	3.781043	501975.126532
13.400000	3.819044	507023.720426
13.500000	3.857426	512123.043532
13.600000	3.896193	517273.605687
13.700000	3.935351	522475.921852
13.800000	3.974902	527730.512164
13.900000	4.014850	533037.901987
14.000000	4.055200	538398.621964
14.100000	4.095955	543813.208073
14.200000	4.137120	549282.201677
14.300000	4.178699	554806.149580
14.400000	4.220696	560385.604082
14.500000	4.263115	566021.123035
14.600000	4.305960	571713.269895
14.700000	4.349235	577462.613781
14.800000	4.392946	583269.729535
14.900000	4.437096	589135.197772
15.000000	4.481689	595059.604944
15.100000	4.526731	601043.543399
15.200000	4.572225	607087.611435
15.300000	4.618177	613192.413365
15.400000	4.664590	619358.559574
15.500000	4.711470	625586.666583
15.600000	4.758821	631877.357107
15.700000	4.806648	638231.260123
15.800000	4.854956	644649.010926
15.900000	4.903749	651131.251196
16.000000	4.953032	657678.629064
16.100000	5.002811	664291.799174
16.200000	5.053090	670971.422748
16.300000	5.103875	677718.167656
16.400000	5.155170	684532.708477
16.500000	5.206980	691415.726571
16.600000	5.259311	698367.910148
16.700000	5.312168	705389.954331
16.800000	5.365556	712482.561232
16.900000	5.419481	719646.440017
17.000000	5.473947	726882.306980
17.100000	5.528961	734190.885616
17.200000	5.584528	741572.906688
17.300000	5.640654	749029.108305
17.400000	5.697343	756560.235995
